Country,Year,Total Exported Value(Crops),Predicted Scaled Value,Mean Error
Philippines,2020,0.4101929230791021,-0.16360821,0.5738011313777853
Philippines,2021,0.48460961853075607,-0.082363814,0.5669734326462803
Poland,2019,1.9169540431663536,-0.010557935,1.9275119778081917
Poland,2020,2.326524187260769,-0.2777766,2.604300786191128
Poland,2021,2.6334302251834516,-0.026806526,2.6602367510695104
Portugal,2019,0.27965372072766875,0.15581273,0.12384099530290221
Portugal,2020,0.33255683026910376,-0.23484547,0.5674023046314771
Portugal,2021,0.42132192452741013,-0.0816093,0.5029312257964645
Qatar,2019,-0.3896588576841798,-0.028369457,0.3612894011545625
Qatar,2020,-0.38948166140059953,-0.3424344,0.047047255120081954
Qatar,2021,-0.3895221662915854,-0.08575998,0.30376218382488773
Republic of Korea,2019,0.0877425358699914,0.03412711,0.053615427117263886
Republic of Korea,2020,0.17892919864133638,-0.35227427,0.5312034675069217
Republic of Korea,2021,0.21190559857258381,-0.121619694,0.3335252925075013
Republic of Moldova,2019,-0.27742366522172884,0.11573545,0.39315911411861376
Republic of Moldova,2020,-0.2932181490150513,-0.22592422,0.06729392535362855
Republic of Moldova,2021,-0.2410714500538479,-0.1623484,0.07872304552713738
Romania,2019,0.420418308489938,0.06739086,0.3530274493628933
Romania,2020,0.4465222525816229,-0.30364543,0.7501676845770148
Romania,2021,0.7996333165560134,-0.028979257,0.8286125733051666
Russian Federation,2019,2.0442600192652396,0.10468674,1.9395732822046927
Russian Federation,2020,2.418634693713723,-0.29496133,2.713596026988564
Russian Federation,2021,2.7254916129778,-0.05645109,2.781942702657995
Rwanda,2019,-0.36215204454162353,0.16414572,0.5262977675268912
Rwanda,2020,-0.3589312805430235,-0.23702197,0.12190931277435435
Rwanda,2021,-0.3404615616745385,-0.19823167,0.14222989439434136
Saint Kitts and Nevis,2019,-0.38984058833987284,0.10728348,0.497124068805285
Saint Kitts and Nevis,2020,-0.38898833676658306,-0.26376408,0.12522425338111554
Saint Kitts and Nevis,2021,-0.3898517780276744,-0.11263496,0.27721682119097396
Saint Lucia,2019,-0.3876815772475937,0.034410365,0.4220919421734551
Saint Lucia,2020,-0.38827060261872226,-0.36703813,0.02123247185852939
Saint Lucia,2021,-0.38922975658999426,-0.14366966,0.24556009173022253
Saint Vincent and the Grenadines,2019,-0.387442950570037,0.029480372,0.41692332219426836
Saint Vincent and the Grenadines,2020,-0.3875451954443439,-0.2717817,0.11576348267388187
Saint Vincent and the Grenadines,2021,-0.38773964149886253,-0.067212336,0.32052730573350074
Samoa,2019,-0.38789281980688334,-0.06657834,0.3213144762962556
Samoa,2020,-0.3885821948866074,-0.28200984,0.10657235487501071
Samoa,2021,-0.3879292076727181,-0.16348588,0.22444332300627523
Sao Tome and Principe,2019,-0.389690577763709,0.20719239,0.5968829689208592
Sao Tome and Principe,2020,-0.3891576393770963,-0.22252232,0.1666353210139066
Sao Tome and Principe,2021,-0.3887662688428642,-0.14979924,0.23896702622716443
Saudi Arabia,2019,-0.12763836234319767,0.0996126,0.22725096344459614
Saudi Arabia,2020,-0.10833657507416199,-0.27025926,0.16192268605712462
Saudi Arabia,2021,-0.03122080958869125,-0.07750504,0.04628422759983872
Senegal,2019,-0.28348638756494615,0.03124059,0.31472697748165224
Senegal,2020,-0.29698698877981844,-0.24912654,0.04786045014551821
Senegal,2021,-0.2562908143399713,-0.09010941,0.1661814064382074
Serbia,2019,0.0073266933588095875,0.09624327,0.0889165763827256
Serbia,2020,0.07906711207833521,-0.27021158,0.34927868949380153
Serbia,2021,0.18046802359630396,-0.084598124,0.2650661476235562
Seychelles,2019,-0.3864338757445649,0.05967222,0.4461060972859696
Seychelles,2020,-0.38931280179362354,-0.25161946,0.13769334359507618
Seychelles,2021,-0.3895756705141659,-0.25808018,0.13149548605447964
Sierra Leone,2019,-0.3884343223584033,0.040610008,0.4290443303001262
Sierra Leone,2020,-0.388965232165112,-0.22865434,0.16031089225555845
Sierra Leone,2021,-0.38592267874004416,-0.107443154,0.27847952488185934
Singapore,2019,0.1858998182492604,0.09688924,0.08901057571939133
Singapore,2020,0.043134412708027106,-0.2600671,0.303201518001301
Singapore,2021,0.03327072685705855,-0.16134304,0.19461376493918137
Slovakia,2019,-0.1961599532803554,0.12232052,0.3184804711779613
Slovakia,2020,-0.14795367670877663,-0.3108335,0.16287983702794823
Slovakia,2021,-0.11006425295018568,-0.17098925,0.060924992226129626
Slovenia,2019,-0.26086843830778944,-0.02966702,0.23120141846373427
Slovenia,2020,-0.2554591957847113,-0.25909764,0.0036384399612908735
Slovenia,2021,-0.2195334117167239,-0.15664506,0.0628883521311526
Solomon Islands,2019,-0.38361931862259846,0.050103314,0.43372263284350376
Solomon Islands,2020,-0.3826745169396699,-0.29202625,0.09064826538518078
Solomon Islands,2021,-0.38018006493734474,-0.1708774,0.20930266787695045
Somalia,2019,-0.3882624917199826,-0.023036778,0.36522571374680757
Somalia,2020,-0.388101797745774,-0.30195484,0.08614696209246897
Somalia,2021,-0.38785582131455126,-0.1865752,0.20128061718056384
South Africa,2019,0.6642409471679148,0.13821296,0.5260279832292017
South Africa,2020,0.7591523836803598,-0.21968466,0.9788370441150827
South Africa,2021,0.9367167638599432,-0.13986968,1.0765864389001882
South Sudan,2019,-0.38966560878441714,0.008231256,0.39789686494157694
South Sudan,2020,-0.3891341567687459,-0.14914927,0.23998488790316058
South Sudan,2021,-0.3892830675330392,-0.08220373,0.3070793365922204
Spain,2019,4.6282648223198235,0.1434871,4.484777726486999
Spain,2020,4.966363857926148,-0.2764998,5.2428636657607735
Spain,2021,5.563158347999767,-0.2049658,5.768124148046688
Sri Lanka,2019,-0.2874166927116257,0.06333043,0.3507471195237976
Sri Lanka,2020,-0.2698607584367091,-0.24551804,0.024342714799433396
Sri Lanka,2021,-0.24330825530396744,-0.10812116,0.13518709861146255
Sudan,2019,-0.3388785834635468,0.12476814,0.46364672139537055
Sudan,2020,-0.32372131322148656,-0.29984242,0.02387889598134374
Sudan,2021,-0.28477891965759283,-0.13996567,0.144813251336937
Suriname,2019,-0.3746360142143151,0.07892759,0.4535636056573769
Suriname,2020,-0.37557643204370705,-0.30231017,0.07326626330057351
Suriname,2021,-0.3738707435633387,-0.054301657,0.3195690867807116
Sweden,2019,0.03394802282102975,0.16846196,0.1345139407133254
Sweden,2020,0.1032378349153481,-0.19826147,0.30149930451793294
Sweden,2021,0.14845384103144507,-0.026727758,0.1751815993794332
Switzerland,2019,-0.09449128974030446,-0.0040308833,0.09046040642807912
Switzerland,2020,-0.11679259409463787,-0.35744327,0.24065067897283648
Switzerland,2021,-0.12173464577151986,-0.22323911,0.10150446314857749
Tajikistan,2019,-0.3860542011878913,0.11813442,0.5041886178276962
Tajikistan,2020,-0.38559636130825137,-0.24187723,0.14371913328662966
Tajikistan,2021,-0.3829116025122574,-0.13314232,0.2497692802103928
Thailand,2019,2.6304148865432526,0.08099149,2.5494233948678757
Thailand,2020,2.4520159646692385,-0.30885246,2.760868428629886
Thailand,2021,3.0803239321321443,-0.2972046,3.377528545817752
Timor-Leste,2019,-0.3893675751614729,0.056759287,0.4461268618333498
Timor-Leste,2020,-0.38940864962843524,-0.15400682,0.2354018257310735
Timor-Leste,2021,-0.3894236809608107,-0.12733656,0.2620871192809706
Togo,2019,-0.37552107370593596,0.06596611,0.4414871806571727
Togo,2020,-0.3700178237797298,-0.25232992,0.11768790801778217
Togo,2021,-0.3707778758832462,-0.1597169,0.21106097171988558
Tonga,2019,-0.38891106771332157,0.18627962,0.5751906924138679
Tonga,2020,-0.3890397097829574,-0.27459943,0.11444027683770591
Tonga,2021,-0.38892773251433815,-0.20955649,0.17937124233146157
Trinidad and Tobago,2019,-0.3549628189372369,0.012922466,0.3678852847384759
Trinidad and Tobago,2020,-0.35697475456559125,-0.21263719,0.1443375685151762
Trinidad and Tobago,2021,-0.3556173643604792,-0.13476652,0.22085084529080756
Tunisia,2019,-0.18758644424840112,0.04078477,0.22837121300860544
Tunisia,2020,-0.13736770010213564,-0.2752427,0.13787498616953184
Tunisia,2021,-0.16577761957153056,0.052929655,0.21870727428897593
Turkmenistan,2019,-0.38325965277395035,0.022104077,0.4053637298150995
Turkmenistan,2020,-0.3812109358789367,-0.26677978,0.11443115549105826
Turkmenistan,2021,-0.3747994346272817,-0.07615917,0.29864026286719947
Tuvalu,2019,-0.38985433855391083,0.12272926,0.512583595303064
Tuvalu,2020,-0.3898540443585116,-0.18195517,0.2078988707468707
Tuvalu,2021,-0.3898536492472487,-0.13305256,0.2568010915404158
Türkiye,2019,1.992169908446994,0.067710705,1.924459203345504
Türkiye,2020,2.1681431721498323,-0.20495754,2.3731007169534517
Türkiye,2021,2.6042850977278316,-0.21833289,2.8226179844236934
Uganda,2019,-0.3039359576588838,0.13803896,0.44197492073833633
Uganda,2020,-0.3091981384015442,-0.21361819,0.09557994930509339
Uganda,2021,-0.29091712193553915,0.0331524,0.3240695233828353
Ukraine,2019,2.3778747130810065,0.18424346,2.1936312575517936
Ukraine,2020,2.510889805757598,-0.17570585,2.6865956558819573
Ukraine,2021,3.153865025105912,-0.21030024,3.364165262046296
United Arab Emirates,2019,1.0425433149236902,0.03602528,1.0065180366534456
United Arab Emirates,2020,1.105106607490418,-0.24572664,1.3508332524832463
United Arab Emirates,2021,1.3115293806585346,-0.10838658,1.419915964284805
United Kingdom of Great Britain and Northern Ireland,2019,0.6235588633193411,0.0360908,0.5874680646433271
United Kingdom of Great Britain and Northern Ireland,2020,0.6056463796144822,-0.38092053,0.9865669089800218
United Kingdom of Great Britain and Northern Ireland,2021,0.5069694079041968,-0.10687154,0.613840945768405
United Republic of Tanzania,2019,-0.2513682154786453,0.06318723,0.31455544213174436
United Republic of Tanzania,2020,-0.21751611215364838,-0.16196859,0.055547523324607856
United Republic of Tanzania,2021,-0.19846082299953768,-0.11435024,0.08411058604723284
United States of America,2019,8.71142630923307,0.10949225,8.601934059446217
United States of America,2020,8.886808221368602,-0.19442385,9.081232075719646
United States of America,2021,11.179577497720931,-0.075188935,11.25476643252394
Uruguay,2019,-0.22388994100025442,0.07231095,0.2962008878820255
Uruguay,2020,-0.2122334677263567,-0.23056884,0.01833537337338237
Uruguay,2021,-0.1860523041841228,-0.12546758,0.060584720647021056
Uzbekistan,2019,-0.2027161456448505,0.048982047,0.25169819218940237
Uzbekistan,2020,-0.1671800404875495,-0.2507466,0.08356656729290704
Uzbekistan,2021,-0.16949543695978878,-0.17077461,0.0012791718906903504
Vanuatu,2019,-0.38963034809746666,0.04058206,0.43021240891137047
Vanuatu,2020,-0.3895480708806645,-0.2366075,0.15294056400944106
Vanuatu,2021,-0.3893002608595115,-0.25306547,0.1362347939787132
Venezuela (Bolivarian Republic of),2019,-0.3894922165157667,0.07829193,0.4677841467740408
Venezuela (Bolivarian Republic of),2020,-0.38921712500264866,-0.29628766,0.09292946917226536
Venezuela (Bolivarian Republic of),2021,-0.382338155813782,-0.1549805,0.22735766024169185
Viet Nam,2019,1.5910806035442084,0.046298422,1.5447821816248626
Viet Nam,2020,1.5901332772542491,-0.30568647,1.8958197511006847
Viet Nam,2021,1.7862242193005922,-0.16482109,1.9510453076146486
Yemen,2019,-0.3682179311958212,0.01464469,0.38286262105378094
Zambia,2019,-0.3332444148742373,0.18508992,0.5183343308650668
Zambia,2020,-0.3248785239826715,-0.28124982,0.0436287027966058
Zambia,2021,-0.30928721118998137,-0.083537236,0.22574997533392516
Zimbabwe,2019,-0.2274147798901135,0.18730155,0.41471632622533383
Zimbabwe,2020,-0.22997970708450372,-0.3124508,0.0824710892812342
Zimbabwe,2021,-0.23257167459904915,-0.11686336,0.11570831210791832
